location,EW,EW_start_date,pop,cases,cases_est,cases_est_min,cases_est_max,p_rt1,p_inc100k,Sublocation,alert,id,model_version,tweet,Rt,receptivity,transmission,epidemic_threshold
A,201536,2015-09-06,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820153619589,2023-08-20,0,0.0,0,0,0
A,201537,2015-09-13,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820153719589,2023-08-20,0,0.0,0,0,0
A,201538,2015-09-20,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820153819589,2023-08-20,0,0.0,0,0,0
A,201539,2015-09-27,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820153919589,2023-08-20,0,0.0,0,0,0
A,201540,2015-10-04,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154019589,2023-08-20,0,0.0,0,0,0
A,201541,2015-10-11,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154119589,2023-08-20,0,0.0,0,0,0
A,201542,2015-10-18,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154219589,2023-08-20,0,0.0,0,0,0
A,201543,2015-10-25,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154319589,2023-08-20,0,0.0,0,0,0
A,201544,2015-11-01,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154419589,2023-08-20,0,0.0,0,0,0
A,201545,2015-11-08,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154519589,2023-08-20,0,0.0,0,0,0
A,201546,2015-11-15,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154619589,2023-08-20,0,0.0,0,0,0
A,201547,2015-11-22,12325232,0,0.0,0,0,0.5,0.0,0,1,355030820154719589,2023-08-20,0,0.0,0,0,0
A,201548,2015-11-29,12325232,1,1.0,1,1,0.9632679,0.008113437,0,1,355030820154819589,2023-08-20,0,18.521618,1,0,0
A,201549,2015-12-06,12325232,0,0.0,0,0,0.0,0.0,0,1,355030820154919589,2023-08-20,0,0.0,0,0,0
A,201550,2015-12-13,12325232,4,4.0,4,4,0.9701059,0.03245375,0,1,355030820155019589,2023-08-20,0,6.505058,1,0,0
A,201551,2015-12-20,12325232,2,2.0,2,2,0.6654521,0.016226875,0,1,355030820155119589,2023-08-20,0,1.51764,1,0,0
A,201552,2015-12-27,12325232,7,7.0,7,7,0.9404703,0.056794062,0,2,355030820155219589,2023-08-20,0,2.7870255,1,0,0
A,201601,2016-01-03,12325232,17,17.0,17,17,0.998047,0.13792844,0,2,355030820160119589,2023-08-20,0,3.879648,1,0,0
A,201602,2016-01-10,12325232,10,10.0,10,10,0.67213243,0.08113438,0,2,355030820160219589,2023-08-20,0,1.2275892,1,0,0
A,201603,2016-01-17,12325232,14,14.0,14,14,0.6719429,0.113588125,0,1,355030820160319589,2023-08-20,0,1.188747,0,0,0
A,201604,2016-01-24,12325232,24,24.0,24,24,0.96481574,0.1947225,0,1,355030820160419589,2023-08-20,0,1.8218207,1,0,0
A,201605,2016-01-31,12325232,28,28.0,28,28,0.9632954,0.22717625,0,1,355030820160519589,2023-08-20,0,1.7206324,1,0,0
A,201606,2016-02-07,12325232,33,33.0,33,33,0.9304733,0.26774344,0,2,355030820160619589,2023-08-20,0,1.4908329,1,0,0
A,201607,2016-02-14,12325232,69,69.0,69,69,0.999975,0.5598272,0,2,355030820160719589,2023-08-20,0,2.339731,1,0,0
A,201608,2016-02-21,12325232,44,44.0,44,44,0.6543532,0.35699126,0,2,355030820160819589,2023-08-20,0,1.0898899,1,0,0
A,201609,2016-02-28,12325232,47,47.0,47,47,0.36781245,0.38133156,0,2,355030820160919589,2023-08-20,0,0.9340902,1,0,0
A,201610,2016-03-06,12325232,51,51.0,51,51,0.52845055,0.4137853,0,2,355030820161019589,2023-08-20,0,1.0142264,1,0,0
A,201611,2016-03-13,12325232,46,46.0,46,46,0.41406676,0.37321812,0,2,355030820161119589,2023-08-20,0,0.9564105,1,0,0
A,201612,2016-03-20,12325232,29,29.0,29,29,0.018012637,0.2352897,0,2,355030820161219589,2023-08-20,0,0.6156991,1,0,0
A,201613,2016-03-27,12325232,44,44.0,44,44,0.5503518,0.35699126,0,2,355030820161319589,2023-08-20,0,1.027402,1,0,0
A,201614,2016-04-03,12325232,37,37.0,37,37,0.4395747,0.30019718,0,2,355030820161419589,2023-08-20,0,0.9657502,1,0,0
A,201615,2016-04-10,12325232,28,28.0,28,28,0.11265675,0.22717625,0,2,355030820161519589,2023-08-20,0,0.7416975,1,0,0
A,201616,2016-04-17,12325232,19,19.0,19,19,0.013565678,0.15415531,0,2,355030820161619589,2023-08-20,0,0.5430886,1,0,0
A,201617,2016-04-24,12325232,31,31.0,31,31,0.6074282,0.25151655,0,1,355030820161719589,2023-08-20,0,1.0724853,0,0,0
A,201618,2016-05-01,12325232,26,26.0,26,26,0.5304403,0.21094938,0,1,355030820161819589,2023-08-20,0,1.0213478,0,0,0
A,201619,2016-05-08,12325232,16,16.0,16,16,0.06194042,0.129815,0,1,355030820161919589,2023-08-20,0,0.62012124,0,0,0
A,201620,2016-05-15,12325232,16,16.0,16,16,0.10593805,0.129815,0,1,355030820162019589,2023-08-20,0,0.6732897,0,0,0
A,201621,2016-05-22,12325232,3,3.0,3,3,0.0001520286,0.024340313,0,1,355030820162119589,2023-08-20,0,0.16242954,0,0,0
A,201622,2016-05-29,12325232,9,9.0,9,9,0.19110478,0.073020935,0,1,355030820162219589,2023-08-20,0,0.6917662,0,0,0
A,201623,2016-06-05,12325232,10,10.0,10,10,0.61432266,0.08113438,0,1,355030820162319589,2023-08-20,0,1.1403464,0,0,0
A,201624,2016-06-12,12325232,4,4.0,4,4,0.11871806,0.03245375,0,1,355030820162419589,2023-08-20,0,0.50694805,0,0,0
A,201625,2016-06-19,12325232,7,7.0,7,7,0.42056423,0.056794062,0,1,355030820162519589,2023-08-20,0,0.9034541,0,0,0
A,201626,2016-06-26,12325232,13,13.0,13,13,0.9200653,0.10547469,0,1,355030820162619589,2023-08-20,0,1.8806419,0,0,0
A,201627,2016-07-03,12325232,7,7.0,7,7,0.408793,0.056794062,0,1,355030820162719589,2023-08-20,0,0.89010316,0,0,0
A,201628,2016-07-10,12325232,4,4.0,4,4,0.07133217,0.03245375,0,1,355030820162819589,2023-08-20,0,0.4419257,0,0,0
A,201629,2016-07-17,12325232,7,7.0,7,7,0.4274259,0.056794062,0,1,355030820162919589,2023-08-20,0,0.9113336,0,0,0
A,201630,2016-07-24,12325232,3,3.0,3,3,0.152853,0.024340313,0,1,355030820163019589,2023-08-20,0,0.5103093,0,0,0
A,201631,2016-07-31,12325232,8,8.0,8,8,0.77329975,0.0649075,0,1,355030820163119589,2023-08-20,0,1.4939833,0,0,0
A,201632,2016-08-07,12325232,5,5.0,5,5,0.455513,0.04056719,0,1,355030820163219589,2023-08-20,0,0.93543977,0,0,0
A,201633,2016-08-14,12325232,10,10.0,10,10,0.84466535,0.08113438,0,1,355030820163319589,2023-08-20,0,1.6491216,0,0,0
A,201634,2016-08-21,12325232,4,4.0,4,4,0.18926553,0.03245375,0,1,355030820163419589,2023-08-20,0,0.5917431,0,0,0
A,201635,2016-08-28,12325232,8,8.0,8,8,0.59994024,0.0649075,0,1,355030820163519589,2023-08-20,0,1.1355163,0,0,0
A,201636,2016-09-04,12325232,4,4.0,4,4,0.21188065,0.03245375,0,1,355030820163619589,2023-08-20,0,0.61794883,0,0,0
A,201637,2016-09-11,12325232,2,2.0,2,2,0.070060916,0.016226875,0,1,355030820163719589,2023-08-20,0,0.34492096,0,0,0
A,201638,2016-09-18,12325232,8,8.0,8,8,0.83163583,0.0649075,0,1,355030820163819589,2023-08-20,0,1.6991028,0,0,0
A,201639,2016-09-25,12325232,2,2.0,2,2,0.16331911,0.016226875,0,1,355030820163919589,2023-08-20,0,0.4694267,0,0,0
A,201640,2016-10-02,12325232,3,3.0,3,3,0.27187753,0.024340313,0,1,355030820164019589,2023-08-20,0,0.6559724,0,0,0
A,201641,2016-10-09,12325232,7,7.0,7,7,0.83146304,0.056794062,0,1,355030820164119589,2023-08-20,0,1.7657659,0,0,0
A,201642,2016-10-16,12325232,7,7.0,7,7,0.80955696,0.056794062,0,1,355030820164219589,2023-08-20,0,1.6691152,1,0,0
A,201643,2016-10-23,12325232,5,5.0,5,5,0.4208043,0.04056719,0,1,355030820164319589,2023-08-20,0,0.8887359,0,0,0
A,201644,2016-10-30,12325232,5,5.0,5,5,0.36149067,0.04056719,0,1,355030820164419589,2023-08-20,0,0.814583,0,0,0
A,201645,2016-11-06,12325232,4,4.0,4,4,0.3044057,0.03245375,0,1,355030820164519589,2023-08-20,0,0.7265019,0,0,0
A,201646,2016-11-13,12325232,5,5.0,5,5,0.51965374,0.04056719,0,1,355030820164619589,2023-08-20,0,1.0305524,0,0,0
A,201647,2016-11-20,12325232,10,10.0,10,10,0.91752887,0.08113438,0,1,355030820164719589,2023-08-20,0,2.0587547,0,0,0
A,201648,2016-11-27,12325232,14,14.0,14,14,0.95833945,0.113588125,0,1,355030820164819589,2023-08-20,0,2.1768754,1,0,0
A,201649,2016-12-04,12325232,5,5.0,5,5,0.12858261,0.04056719,0,1,355030820164919589,2023-08-20,0,0.54971486,1,0,0
A,201650,2016-12-11,12325232,11,11.0,11,11,0.5794813,0.089247815,0,2,355030820165019589,2023-08-20,0,1.0894312,1,0,0
A,201651,2016-12-18,12325232,11,11.0,11,11,0.6587522,0.089247815,0,2,355030820165119589,2023-08-20,0,1.1955882,1,0,0
A,201652,2016-12-25,12325232,16,16.0,16,16,0.8885208,0.129815,0,2,355030820165219589,2023-08-20,0,1.6121526,1,0,0
A,201701,2017-01-01,12325232,14,14.0,14,14,0.6541554,0.113588125,0,2,355030820170119589,2023-08-20,0,1.1656182,1,0,0
A,201702,2017-01-08,12325232,8,8.0,8,8,0.11248975,0.0649075,0,2,355030820170219589,2023-08-20,0,0.5933741,1,0,0
A,201703,2017-01-15,12325232,9,9.0,9,9,0.21889202,0.073020935,0,2,355030820170319589,2023-08-20,0,0.7187494,1,0,0
A,201704,2017-01-22,12325232,14,14.0,14,14,0.76940316,0.113588125,0,2,355030820170419589,2023-08-20,0,1.3426907,1,0,0
A,201705,2017-01-29,12325232,10,10.0,10,10,0.47451377,0.08113438,0,2,355030820170519589,2023-08-20,0,0.97257173,1,0,0
A,201706,2017-02-05,12325232,16,16.0,16,16,0.8063033,0.129815,0,2,355030820170619589,2023-08-20,0,1.3861668,1,0,0
A,201707,2017-02-12,12325232,14,14.0,14,14,0.6142753,0.113588125,0,2,355030820170719589,2023-08-20,0,1.1175245,1,0,0
A,201708,2017-02-19,12325232,9,9.0,9,9,0.16731933,0.073020935,0,2,355030820170819589,2023-08-20,0,0.6679955,1,0,0
A,201709,2017-02-26,12325232,17,17.0,17,17,0.7614265,0.13792844,0,2,355030820170919589,2023-08-20,0,1.2922373,1,0,0
A,201710,2017-03-05,12325232,8,8.0,8,8,0.15733491,0.0649075,0,2,355030820171019589,2023-08-20,0,0.6434198,1,0,0
A,201711,2017-03-12,12325232,6,6.0,6,6,0.07040838,0.048680626,0,2,355030820171119589,2023-08-20,0,0.49802414,1,0,0
A,201712,2017-03-19,12325232,8,8.0,8,8,0.3361072,0.0649075,0,1,355030820171219589,2023-08-20,0,0.8214469,0,0,0
A,201713,2017-03-26,12325232,7,7.0,7,7,0.43551436,0.056794062,0,1,355030820171319589,2023-08-20,0,0.92071915,0,0,0
A,201714,2017-04-02,12325232,8,8.0,8,8,0.57534766,0.0649075,0,1,355030820171419589,2023-08-20,0,1.0992665,1,0,0
A,201715,2017-04-09,12325232,8,8.0,8,8,0.55635244,0.0649075,0,1,355030820171519589,2023-08-20,0,1.0727104,1,0,0
A,201716,2017-04-16,12325232,4,4.0,4,4,0.14015666,0.03245375,0,1,355030820171619589,2023-08-20,0,0.5335697,0,0,0
A,201717,2017-04-23,12325232,7,7.0,7,7,0.5124295,0.056794062,0,1,355030820171719589,2023-08-20,0,1.016359,0,0,0
A,201718,2017-04-30,12325232,7,7.0,7,7,0.6050973,0.056794062,0,1,355030820171819589,2023-08-20,0,1.1537262,0,0,0
A,201719,2017-05-07,12325232,6,6.0,6,6,0.4709384,0.048680626,0,1,355030820171919589,2023-08-20,0,0.96053004,0,0,0
A,201720,2017-05-14,12325232,4,4.0,4,4,0.21741545,0.03245375,0,1,355030820172019589,2023-08-20,0,0.62434846,0,0,0
A,201721,2017-05-21,12325232,6,6.0,6,6,0.5269631,0.048680626,0,1,355030820172119589,2023-08-20,0,1.0387768,0,0,0
A,201722,2017-05-28,12325232,3,3.0,3,3,0.21967143,0.024340313,0,1,355030820172219589,2023-08-20,0,0.5916112,0,0,0
A,201723,2017-06-04,12325232,4,4.0,4,4,0.40697375,0.03245375,0,1,355030820172319589,2023-08-20,0,0.8584936,0,0,0
A,201724,2017-06-11,12325232,1,1.0,1,1,0.0663377,0.008113437,0,1,355030820172419589,2023-08-20,0,0.25549132,0,0,0
A,201725,2017-06-18,12325232,2,2.0,2,2,0.3103302,0.016226875,0,1,355030820172519589,2023-08-20,0,0.66354346,0,0,0
A,201726,2017-06-25,12325232,3,3.0,3,3,0.64820206,0.024340313,0,1,355030820172619589,2023-08-20,0,1.362492,0,0,0
A,201727,2017-07-02,12325232,2,2.0,2,2,0.47735977,0.016226875,0,1,355030820172719589,2023-08-20,0,0.95065266,0,0,0
A,201728,2017-07-09,12325232,5,5.0,5,5,0.8350023,0.04056719,0,1,355030820172819589,2023-08-20,0,1.99458,0,0,0
A,201729,2017-07-16,12325232,2,2.0,2,2,0.3195644,0.016226875,0,1,355030820172919589,2023-08-20,0,0.6769138,0,0,0
A,201730,2017-07-23,12325232,5,5.0,5,5,0.719427,0.04056719,0,1,355030820173019589,2023-08-20,0,1.469065,0,0,0
A,201731,2017-07-30,12325232,5,5.0,5,5,0.69114524,0.04056719,0,1,355030820173119589,2023-08-20,0,1.3853896,0,0,0
A,201732,2017-08-06,12325232,2,2.0,2,2,0.18015891,0.016226875,0,1,355030820173219589,2023-08-20,0,0.49071187,0,0,0
A,201733,2017-08-13,12325232,3,3.0,3,3,0.34636942,0.024340313,0,1,355030820173319589,2023-08-20,0,0.7535998,0,0,0
A,201734,2017-08-20,12325232,6,6.0,6,6,0.8210306,0.048680626,0,1,355030820173419589,2023-08-20,0,1.7979754,0,0,0
A,201735,2017-08-27,12325232,3,3.0,3,3,0.40361953,0.024340313,0,1,355030820173519589,2023-08-20,0,0.83636403,0,0,0
A,201736,2017-09-03,12325232,1,1.0,1,1,0.061201792,0.008113437,0,1,355030820173619589,2023-08-20,0,0.24812157,0,0,0
A,201737,2017-09-10,12325232,2,2.0,2,2,0.2871905,0.016226875,0,1,355030820173719589,2023-08-20,0,0.63089156,0,0,0
A,201738,2017-09-17,12325232,3,3.0,3,3,0.6663798,0.024340313,0,1,355030820173819589,2023-08-20,0,1.4229573,0,0,0
A,201739,2017-09-24,12325232,2,2.0,2,2,0.48623556,0.016226875,0,1,355030820173919589,2023-08-20,0,0.96959454,0,0,0
A,201740,2017-10-01,12325232,2,2.0,2,2,0.4284416,0.016226875,0,1,355030820174019589,2023-08-20,0,0.854414,0,0,0
A,201741,2017-10-08,12325232,6,6.0,6,6,0.9051279,0.048680626,0,1,355030820174119589,2023-08-20,0,2.4544814,0,0,0
A,201742,2017-10-15,12325232,8,8.0,8,8,0.92824644,0.0649075,0,1,355030820174219589,2023-08-20,0,2.397684,0,0,0
A,201743,2017-10-22,12325232,4,4.0,4,4,0.34496075,0.03245375,0,1,355030820174319589,2023-08-20,0,0.77656764,0,0,0
A,201744,2017-10-29,12325232,7,7.0,7,7,0.6006236,0.056794062,0,1,355030820174419589,2023-08-20,0,1.1463321,1,0,0
A,201745,2017-11-05,12325232,3,3.0,3,3,0.16435799,0.024340313,0,1,355030820174519589,2023-08-20,0,0.5244403,1,0,0
A,201746,2017-11-12,12325232,4,4.0,4,4,0.34373668,0.03245375,0,2,355030820174619589,2023-08-20,0,0.7750219,1,0,0
A,201747,2017-11-19,12325232,5,5.0,5,5,0.5837747,0.04056719,0,1,355030820174719589,2023-08-20,0,1.1413742,0,0,0
A,201748,2017-11-26,12325232,5,5.0,5,5,0.6090816,0.04056719,0,1,355030820174819589,2023-08-20,0,1.1909771,0,0,0
A,201749,2017-12-03,12325232,6,6.0,6,6,0.66179013,0.048680626,0,1,355030820174919589,2023-08-20,0,1.2793349,1,0,0
A,201750,2017-12-10,12325232,5,5.0,5,5,0.47958472,0.04056719,0,1,355030820175019589,2023-08-20,0,0.9696412,0,0,0
A,201751,2017-12-17,12325232,4,4.0,4,4,0.32548532,0.03245375,0,1,355030820175119589,2023-08-20,0,0.75224465,1,0,0
A,201752,2017-12-24,12325232,4,4.0,4,4,0.37287295,0.03245375,0,1,355030820175219589,2023-08-20,0,0.8125067,1,0,0
A,201801,2017-12-31,12325232,11,11.0,11,11,0.95099765,0.089247815,0,2,355030820180119589,2023-08-20,0,2.3333824,1,0,0
A,201802,2018-01-07,12325232,13,13.0,13,13,0.9450065,0.10547469,0,2,355030820180219589,2023-08-20,0,2.088543,1,0,0
A,201803,2018-01-14,12325232,10,10.0,10,10,0.5664833,0.08113438,0,2,355030820180319589,2023-08-20,0,1.0775037,1,0,0
A,201804,2018-01-21,12325232,10,10.0,10,10,0.40836522,0.08113438,0,2,355030820180419589,2023-08-20,0,0.9056401,1,0,0
A,201805,2018-01-28,12325232,7,7.0,7,7,0.192132,0.056794062,0,2,355030820180519589,2023-08-20,0,0.6638307,1,0,0
A,201806,2018-02-04,12325232,9,9.0,9,9,0.4676284,0.073020935,0,2,355030820180619589,2023-08-20,0,0.96359557,1,0,0
A,201807,2018-02-11,12325232,6,6.0,6,6,0.26398236,0.048680626,0,2,355030820180719589,2023-08-20,0,0.7217622,1,0,0
A,201808,2018-02-18,12325232,3,3.0,3,3,0.07082013,0.024340313,0,2,355030820180819589,2023-08-20,0,0.40085208,1,0,0
A,201809,2018-02-25,12325232,4,4.0,4,4,0.25997466,0.03245375,0,2,355030820180919589,2023-08-20,0,0.67375463,1,0,0
A,201810,2018-03-04,12325232,6,6.0,6,6,0.69046235,0.048680626,0,2,355030820181019589,2023-08-20,0,1.3456612,1,0,0
A,201811,2018-03-11,12325232,6,6.0,6,6,0.6900354,0.048680626,0,2,355030820181119589,2023-08-20,0,1.3446175,1,0,0
A,201812,2018-03-18,12325232,7,7.0,7,7,0.683226,0.056794062,0,2,355030820181219589,2023-08-20,0,1.3008549,1,0,0
A,201813,2018-03-25,12325232,4,4.0,4,4,0.25530842,0.03245375,0,2,355030820181319589,2023-08-20,0,0.6683026,1,0,0
A,201814,2018-04-01,12325232,11,11.0,11,11,0.88681805,0.089247815,0,2,355030820181419589,2023-08-20,0,1.789116,1,0,0
A,201815,2018-04-04,12325232,2,2.0,2,2,0.049441166,0.016226875,0,2,355030820181519589,2023-08-20,0,0.31199783,1,0,0
A,201816,2018-04-15,12325232,3,3.0,3,3,0.11941169,0.024340313,0,1,355030820181619589,2023-08-20,0,0.4682014,0,0,0
A,201817,2018-04-22,12325232,3,3.0,3,3,0.2693881,0.024340313,0,1,355030820181719589,2023-08-20,0,0.65284854,0,0,0
A,201818,2018-04-29,12325232,3,3.0,3,3,0.46890026,0.024340313,0,1,355030820181819589,2023-08-20,0,0.9430323,1,0,0
A,201819,2018-05-06,12325232,1,1.0,1,1,0.13774575,0.008113437,0,1,355030820181919589,2023-08-20,0,0.3496601,0,0,0
A,201820,2018-05-13,12325232,4,4.0,4,4,0.72773993,0.03245375,0,1,355030820182019589,2023-08-20,0,1.5667913,0,0,0
A,201821,2018-05-20,12325232,2,2.0,2,2,0.42144918,0.016226875,0,1,355030820182119589,2023-08-20,0,0.8416546,0,0,0
A,201822,2018-05-27,12325232,3,3.0,3,3,0.5613213,0.024340313,0,1,355030820182219589,2023-08-20,0,1.1281049,0,0,0
A,201823,2018-06-03,12325232,5,5.0,5,5,0.7954101,0.04056719,0,1,355030820182319589,2023-08-20,0,1.7672048,0,0,0
A,201824,2018-06-10,12325232,2,2.0,2,2,0.2801905,0.016226875,0,1,355030820182419589,2023-08-20,0,0.6212327,0,0,0
A,201825,2018-06-17,12325232,3,3.0,3,3,0.41827542,0.024340313,0,1,355030820182519589,2023-08-20,0,0.8590117,0,0,0
A,201826,2018-06-24,12325232,3,3.0,3,3,0.4883711,0.024340313,0,1,355030820182619589,2023-08-20,0,0.9781556,0,0,0
A,201827,2018-07-01,12325232,3,3.0,3,3,0.526178,0.024340313,0,1,355030820182719589,2023-08-20,0,1.051828,0,0,0
A,201828,2018-07-08,12325232,3,3.0,3,3,0.5103345,0.024340313,0,1,355030820182819589,2023-08-20,0,1.0200024,0,0,0
A,201829,2018-07-15,12325232,5,5.0,5,5,0.7616004,0.04056719,0,1,355030820182919589,2023-08-20,0,1.6180621,0,0,0
A,201830,2018-07-22,12325232,2,2.0,2,2,0.25369045,0.016226875,0,1,355030820183019589,2023-08-20,0,0.5854598,0,0,0
A,201831,2018-07-29,12325232,2,2.0,2,2,0.24453594,0.016226875,0,1,355030820183119589,2023-08-20,0,0.57335836,0,0,0
A,201832,2018-08-05,12325232,3,3.0,3,3,0.5302857,0.024340313,0,1,355030820183219589,2023-08-20,0,1.0603229,0,0,0
A,201833,2018-08-12,12325232,3,3.0,3,3,0.59992206,0.024340313,0,1,355030820183319589,2023-08-20,0,1.2228091,0,0,0
A,201834,2018-08-19,12325232,1,1.0,1,1,0.1659455,0.008113437,0,1,355030820183419589,2023-08-20,0,0.38591883,0,0,0
A,201835,2018-08-26,12325232,1,1.0,1,1,0.1980285,0.008113437,0,1,355030820183519589,2023-08-20,0,0.42804188,0,0,0
A,201836,2018-09-02,12325232,4,4.0,4,4,0.8475278,0.03245375,0,1,355030820183619589,2023-08-20,0,2.2806308,0,0,0
A,201837,2018-09-09,12325232,2,2.0,2,2,0.52424467,0.016226875,0,1,355030820183719589,2023-08-20,0,1.0569054,0,0,0
A,201838,2018-09-16,12325232,3,3.0,3,3,0.5814353,0.024340313,0,1,355030820183819589,2023-08-20,0,1.1758503,0,0,0
A,201839,2018-09-23,12325232,3,3.0,3,3,0.5515304,0.024340313,0,1,355030820183919589,2023-08-20,0,1.1059984,0,0,0
A,201840,2018-09-30,12325232,5,5.0,5,5,0.7867508,0.04056719,0,1,355030820184019589,2023-08-20,0,1.7258224,0,0,0
A,201841,2018-10-07,12325232,5,5.0,5,5,0.70229137,0.04056719,0,1,355030820184119589,2023-08-20,0,1.4170761,1,0,0
A,201842,2018-10-14,12325232,4,4.0,4,4,0.4538558,0.03245375,0,1,355030820184219589,2023-08-20,0,0.9263946,0,0,0
A,201843,2018-10-21,12325232,4,4.0,4,4,0.41976565,0.03245375,0,1,355030820184319589,2023-08-20,0,0.8764331,0,0,0
A,201844,2018-10-28,12325232,3,3.0,3,3,0.31475097,0.024340313,0,1,355030820184419589,2023-08-20,0,0.7110465,0,0,0
A,201845,2018-11-04,12325232,5,5.0,5,5,0.6573679,0.04056719,0,1,355030820184519589,2023-08-20,0,1.2980138,0,0,0
