location,date,temperature_2m_min,temperature_2m_max,temperature_2m_mean,apparent_temperature_min,apparent_temperature_max,apparent_temperature_mean,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,precipitation_sum,precipitation_hours,rain_sum,showers_sum,precipitation_probability_min,precipitation_probability_max,precipitation_probability_mean,sunshine_duration,daylight_duration,shortwave_radiation_sum,cloud_cover_mean,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,et0_fao_evapotranspiration
A,2015-01-14,22.687,31.187,26.04325,27.19741,36.120808,30.400549,7.8954163,21.599998,122.16703,3.5,6.0,3.5,0.0,,,,41807.984,48361.652,24.66,59.708332,18.487,23.637,21.489082,78.88772,0.41658333,5.188884
A,2015-01-15,21.237,28.937,24.772417,24.406986,35.76428,28.686258,16.489416,31.68,150.92065,3.1,6.0,3.1,0.0,,,,44377.773,48317.176,23.62,51.791668,19.286999,24.187,21.532831,82.52999,0.428,4.700782
A,2015-01-16,21.137,29.087,24.551582,24.102375,34.422527,28.195992,13.276144,28.44,135.0001,0.4,2.0,0.4,0.0,,,,45133.008,48271.387,27.16,69.458336,18.837,22.737,20.826586,81.719536,0.4017917,5.4750247
A,2015-01-17,21.337,32.237,26.41825,25.123865,36.399952,30.243256,11.212135,27.72,112.729706,0.0,0.0,0.0,0.0,,,,45286.367,48224.344,27.93,43.333332,17.337,23.187,20.659918,74.87563,0.36041665,5.916903
A,2015-01-18,22.087,31.187,26.591164,25.928835,36.558136,30.872421,13.783817,24.119999,137.42264,0.3,1.0,0.3,0.0,,,,44680.33,48176.098,26.49,66.0,18.087,24.536999,21.641167,77.51233,0.31758338,5.6095996
A,2015-01-19,20.887,31.786999,25.895332,24.021944,37.61362,29.726782,13.70839,25.56,133.90968,0.3,1.0,0.3,0.0,,,,45278.09,48126.71,28.16,23.416666,18.237,23.737,20.970333,77.390335,0.28562504,5.9475994
A,2015-01-20,20.687,31.937,25.718248,23.472775,37.468086,29.337011,15.978484,31.319998,137.6567,0.0,0.0,0.0,0.0,,,,45267.465,48076.13,28.42,23.625,16.637,23.487,20.091166,74.68719,0.2523333,6.009089
A,2015-01-21,20.587,29.237,24.109919,23.385487,32.63952,26.631178,18.681883,38.88,154.348,1.1,3.0,1.1,0.0,,,,36327.27,48023.82,21.32,94.666664,15.987,22.087,19.528666,77.876236,0.22612499,4.5278635
A,2015-01-22,19.237,24.837,21.297419,20.025639,27.279568,22.371027,21.273533,46.8,158.4067,2.6000001,8.0,2.6000001,0.0,,,,43192.074,47969.76,21.41,76.625,17.437,20.487,18.639086,85.62318,0.26858333,3.8243775
A,2015-01-23,18.387,23.987,20.547415,19.595118,28.771168,21.872248,18.079027,40.32,154.88342,3.6999998,7.0,3.6999998,0.0,,,,42244.44,47914.047,20.48,76.291664,17.487,20.237,18.441166,87.97653,0.34483334,3.599808
A,2015-01-24,18.487,25.786999,21.526583,20.520262,30.19458,23.721954,13.281023,32.399998,104.33547,3.2,6.0,3.2,0.0,,,,43062.785,47856.77,22.29,62.375,18.036999,19.286999,18.587,84.28333,0.38058338,4.2486124
A,2015-01-25,18.237,28.587,22.895332,19.847813,32.25769,25.20555,18.514643,42.839996,348.8245,1.0,5.0,1.0,0.0,,,,43834.734,47798.02,25.86,62.166668,17.187,20.087,18.651583,78.65899,0.40429175,5.0591006
A,2015-01-26,19.937,28.036999,23.232834,21.663225,32.47308,25.874125,16.135872,36.719997,335.77228,4.7999997,5.0,4.7999997,0.0,,,,33720.88,47737.887,22.35,98.458336,18.737,20.837,19.7245,81.481895,0.40666667,4.4411793
A,2015-01-27,20.737,27.587,23.795328,23.13735,30.948017,26.549942,14.565548,32.399998,322.51746,3.4,8.0,3.4,0.0,,,,34991.023,47676.453,20.14,97.208336,19.187,20.737,19.949501,79.86852,0.4390833,4.05177
A,2015-01-28,21.036999,29.187,24.672415,24.086733,32.43389,27.363258,16.80857,38.88,335.65887,0.8,2.0,0.8,0.0,,,,40766.176,47613.82,20.69,96.583336,18.637,21.137,19.809917,75.76057,0.4475833,4.403847
A,2015-01-29,21.437,27.786999,24.316168,23.278357,29.809402,26.145845,24.951921,54.719997,313.0592,2.2,5.0,2.2,0.0,,,,42830.242,47550.06,21.01,85.958336,18.987,20.837,19.874498,76.71251,0.4537917,4.3140955
A,2015-01-30,20.237,23.637,21.728668,21.30545,25.478464,23.314346,20.532627,42.12,226.80211,1.4000001,8.0,1.4000001,0.0,,,,6381.6743,47485.258,11.19,97.041664,18.687,19.937,19.20783,85.778404,0.45516667,2.2672484
A,2015-01-31,18.687,22.587,20.484919,19.529337,23.865067,21.378508,18.847641,36.719997,142.85849,0.90000004,6.0,0.90000004,0.0,,,,11616.444,47419.504,11.4,96.541664,17.837,19.337,18.716167,89.874146,0.46454164,2.1736012
A,2015-02-01,19.536999,25.286999,21.73075,21.196554,29.691631,23.971659,13.896187,35.28,126.85334,7.1,9.0,7.1,0.0,,,,37409.266,47352.883,18.21,91.958336,18.987,20.487,19.678667,88.531624,0.45937502,3.4305592
A,2015-02-02,19.887,26.187,21.887,22.030922,31.545448,24.69454,14.917212,37.44,125.82124,15.2,10.0,15.2,0.0,,,,38717.473,47285.47,20.58,85.083336,18.637,20.487,19.555748,87.1506,0.464375,3.8948393
A,2015-02-03,18.637,25.837,21.566168,21.06009,30.850563,24.618032,12.88981,30.239998,120.769295,5.3,8.0,5.3,0.0,,,,41947.375,47217.34,22.95,61.208332,18.487,21.337,19.441166,88.46894,0.48541665,4.338541
A,2015-02-04,19.887,25.587,21.828667,22.82191,27.167767,24.375341,13.392774,35.64,351.56317,3.5,10.0,3.5,0.0,,,,9150.132,47148.58,11.38,90.25,18.786999,20.237,19.593248,87.80697,0.4920416,2.382789
A,2015-02-05,19.137,24.987,20.872417,20.278791,27.604706,22.312727,24.798225,49.68,312.31247,13.2,19.0,13.2,0.0,,,,15589.11,47079.26,12.98,95.583336,17.937,20.887,19.139082,90.10477,0.49512503,2.4095502
A,2015-02-06,16.837,23.687,19.562002,18.78278,27.34377,21.612589,15.542662,35.28,199.94765,13.6,9.0,13.6,0.0,,,,34212.812,47009.465,15.21,76.458336,16.687,19.187,17.674498,89.35913,0.45891663,2.8314216
A,2015-02-07,18.087,25.637,20.8245,20.595781,30.213497,23.51143,10.630672,26.28,117.62917,3.1,3.0,3.1,0.0,,,,43525.684,46939.26,23.55,65.041664,17.187,18.887,18.201582,85.9896,0.48829174,4.4123797
A,2015-02-08,17.637,25.737,21.17658,19.710356,31.85841,23.817934,14.336861,32.399998,108.39298,2.6000001,6.0,2.6000001,0.0,,,,42953.29,46868.727,23.37,30.208334,17.487,20.937,18.92033,87.75113,0.48954168,4.369693
A,2015-02-09,18.337,26.937,22.05575,20.374943,32.87477,25.013548,12.074766,28.8,88.13438,7.1,6.0,7.1,0.0,,,,42921.492,46797.805,21.93,37.291668,18.036999,21.737,19.528667,86.51263,0.47595835,4.2266226
A,2015-02-10,19.487,27.587,22.984917,21.453348,30.829262,25.54174,19.770523,38.88,336.05878,3.7,3.0,3.7,0.0,,,,41682.418,46725.83,19.48,69.625,18.337,20.786999,19.809914,83.251755,0.44687498,3.8570182
A,2015-02-11,19.887,28.437,23.918251,21.919653,32.174686,26.700525,17.57744,38.16,327.28137,1.2,6.0,1.2,0.0,,,,41583.43,46652.758,21.7,54.416668,18.987,21.587,20.312,81.34419,0.4540417,4.331299
A,2015-02-12,20.837,30.637,24.991165,23.198288,34.041172,28.114515,17.974781,39.6,328.3688,0.8,1.0,0.8,0.0,,,,42473.234,46578.68,25.53,72.708336,19.937,22.087,20.595331,78.432274,0.43999994,5.247317
A,2015-02-13,21.087,30.087,25.045336,24.07068,35.521667,28.973059,10.296251,33.839996,349.1335,2.2,3.0,2.2,0.0,,,,37802.58,46503.676,22.4,82.708336,20.137,21.837,20.928667,79.26046,0.41779163,4.629545
A,2015-02-14,20.687,28.587,23.2995,23.68198,34.347847,26.815025,10.805999,30.599998,112.76821,5.4,9.0,5.4,0.0,,,,33042.79,46427.824,20.78,95.458336,19.887,21.387,20.637,86.00986,0.47470832,4.122844
A,2015-02-15,19.487,24.237,21.420334,21.193699,27.806736,24.075434,19.813087,43.199997,183.99503,10.599999,12.0,10.599999,0.0,,,,34284.58,46351.203,15.08,81.541664,18.887,20.737,20.00575,91.85882,0.47979167,2.6845398
A,2015-02-16,18.137,22.987,19.655748,20.126055,26.307093,21.96044,9.339208,32.760002,142.14554,14.8,20.0,14.8,0.0,,,,9477.31,46273.9,7.38,95.5,17.837,19.337,18.641169,94.054375,0.48054168,1.485048
A,2015-02-17,19.187,24.187,20.993248,21.706682,26.980202,23.423456,15.876775,35.28,7.025564,17.9,20.0,17.9,0.0,,,,7584.6216,46195.98,9.49,98.791664,18.837,20.437,19.520334,91.57834,0.48150003,1.9033515
A,2015-02-18,19.687,24.087,20.912,20.769506,25.946888,22.577818,21.349546,39.96,351.29028,22.700003,24.0,22.700003,0.0,,,,12029.734,46117.527,9.0,98.25,18.536999,19.937,19.3245,90.87854,0.48474994,1.7724203
A,2015-02-19,20.687,26.487,22.984917,21.286755,28.095894,24.123613,26.564486,54.0,341.29626,5.4,6.0,5.4,0.0,,,,42363.883,46038.61,19.63,75.083336,18.237,20.237,19.10575,79.42339,0.45295826,4.0087905
A,2015-02-20,20.887,27.286999,23.547415,21.534466,29.255165,25.134438,18.998316,43.92,337.57407,0.9,3.0,0.9,0.0,,,,34411.92,45959.31,19.96,90.0,18.187,20.137,18.893248,76.116844,0.463125,4.1819572
A,2015-02-21,20.187,28.387,23.639084,22.566715,33.63113,26.608185,15.277749,33.839996,109.543846,0.70000005,3.0,0.70000005,0.0,,,,41251.64,45879.684,23.7,85.958336,18.587,22.036999,19.978664,81.0846,0.43695828,4.680779
A,2015-02-22,19.437,27.637,22.691168,21.355564,31.988453,25.03771,17.782686,34.92,132.04913,0.0,0.0,0.0,0.0,,,,40325.59,45799.816,26.23,59.5,17.887,21.137,19.451582,83.8559,0.42116663,5.0626955
A,2015-02-23,19.987,28.687,23.366165,22.073374,33.120457,26.00389,13.551501,26.28,111.7235,0.6,2.0,0.6,0.0,,,,41643.184,45719.777,24.42,66.5,17.737,21.687,19.601583,81.33491,0.38899997,4.8534317
A,2015-02-24,21.536999,29.187,23.834915,24.65256,32.777832,26.89257,14.512064,33.839996,80.853,6.0999994,6.0,6.0999994,0.0,,,,41964.516,45639.62,23.06,72.083336,18.237,21.837,20.326582,82.76217,0.39579165,4.614262
A,2015-02-25,19.237,28.837,23.147417,21.887514,32.61125,26.136896,14.76439,32.760002,346.9781,5.1000004,4.0,5.1000004,0.0,,,,40277.117,45559.434,24.07,61.625,19.187,20.937,19.959913,83.94267,0.463375,4.69862
A,2015-02-26,19.387,27.937,23.2245,21.722965,32.652473,26.256287,10.703569,33.839996,311.88907,3.1000001,9.0,3.1000001,0.0,,,,41332.85,45479.273,22.05,51.875,18.687,20.337,19.887,82.50405,0.4784584,4.330159
A,2015-02-27,19.286999,29.337,23.853666,22.270163,31.276134,26.773634,12.641076,29.88,289.50726,0.0,0.0,0.0,0.0,,,,39918.953,45399.203,22.2,58.708332,17.187,21.487,19.441166,79.184044,0.46366668,4.660325
A,2015-02-28,19.387,24.637,21.811998,19.57897,28.019787,23.86307,22.380884,48.239998,161.85236,4.3999996,10.0,4.3999996,0.0,,,,39600.0,45319.297,18.93,80.916664,18.237,22.087,19.64325,87.60854,0.44974998,3.210092
A,2015-03-01,17.786999,23.137,20.080751,17.790567,23.93614,20.080091,22.159746,44.639996,122.16603,0.4,3.0,0.4,0.0,,,,37411.547,45239.5,16.76,80.166664,16.286999,18.087,17.41825,85.25615,0.47270843,3.1092145
A,2015-03-02,15.837001,26.536999,20.537,16.155577,29.903118,21.392624,18.514643,37.079998,110.67695,0.0,0.0,0.0,0.0,,,,42011.777,45159.168,27.04,34.416668,15.287001,19.337,16.31825,79.06999,0.43650007,5.105596
A,2015-03-03,17.137,26.937,21.620333,18.433107,31.15524,23.5542,18.581022,36.0,121.34357,0.0,0.0,0.0,0.0,,,,40907.59,45078.258,25.0,60.75,16.187,19.637,17.749502,80.898125,0.39870834,4.8620257
A,2015-03-04,17.837,26.637,21.76825,19.549187,31.28775,24.225882,14.113652,30.239998,121.69252,0.2,1.0,0.2,0.0,,,,41709.445,44996.824,22.32,32.125,17.587,20.536999,18.782831,84.63018,0.38037503,4.3091736
A,2015-03-05,19.187,27.887,22.75575,22.026434,31.537304,25.863153,11.165805,26.64,118.21729,0.90000004,4.0,0.90000004,0.0,,,,38566.227,44914.934,21.12,64.666664,19.087,21.387,19.766165,84.78214,0.37758338,4.1794505
A,2015-03-06,20.137,26.937,22.543251,23.327517,30.183971,25.831297,10.464798,32.039997,38.659775,10.8,12.0,10.8,0.0,,,,19881.777,44832.652,13.83,92.5,19.637,21.536999,20.31825,88.06869,0.42674997,2.7806962
A,2015-03-07,20.286999,23.937,21.543251,23.000603,26.233896,24.247679,12.496718,34.92,86.88918,16.7,23.0,16.7,0.0,,,,20288.973,44750.035,8.92,92.833336,19.536999,20.337,19.949501,90.93649,0.49475,1.8039281
A,2015-03-08,19.587,24.437,21.195333,22.362217,27.061626,24.050917,9.504272,28.8,129.36942,21.0,12.0,21.0,0.0,,,,15522.578,44667.145,11.48,97.291664,18.937,20.187,19.5745,90.88677,0.48266673,2.2711005
A,2015-03-09,19.137,24.087,20.882832,22.05997,25.56597,23.438665,16.299694,35.28,316.26172,24.800001,16.0,24.800001,0.0,,,,10676.963,44584.043,8.87,99.291664,18.937,20.137,19.426582,91.713104,0.4765,1.760459
A,2015-03-10,18.837,25.087,21.341166,20.492008,26.492416,23.13101,18.626305,44.28,320.11227,2.4,7.0,2.4,0.0,,,,31981.645,44500.79,15.19,71.125,18.387,19.786999,18.957834,86.964516,0.44904163,2.886043
A,2015-03-11,19.487,26.286999,22.132833,20.602793,28.71186,23.67746,23.199759,50.039997,316.08438,1.7,6.0,1.7,0.0,,,,32475.488,44417.438,18.13,55.166668,18.536999,20.487,19.157835,83.98635,0.46279168,3.40672
A,2015-03-12,18.387,26.137,21.653664,20.01533,29.060673,23.974115,14.291592,37.44,338.40225,4.4,7.0,4.4,0.0,,,,33477.16,44334.05,16.33,68.458336,17.536999,20.137,19.080748,86.0373,0.4629166,3.1769743
A,2015-03-13,19.387,26.437,22.028666,21.766668,29.415356,24.77832,13.392774,32.760002,323.89664,9.200001,7.0,9.200001,0.0,,,,29512.684,44250.684,16.88,96.541664,18.536999,20.337,19.397417,85.81643,0.46025,3.2887359
A,2015-03-14,19.737,25.687,22.245333,22.69584,29.655766,25.63088,7.0911775,24.119999,60.998413,4.5000005,12.0,4.5000005,0.0,,,,36514.047,44167.402,16.91,95.791664,19.137,20.237,19.764086,86.60102,0.47416666,3.3197932
A,2015-03-15,20.137,26.587,22.280748,23.07754,30.282898,25.515402,13.783817,35.64,351.8316,8.6,15.0,8.6,0.0,,,,23404.44,44084.25,13.97,93.875,19.737,20.737,20.159918,88.35776,0.49262503,2.7567294
A,2015-03-16,18.587,26.837,21.749502,20.953178,30.279045,24.800438,11.113451,26.28,78.11139,10.5,7.0,10.5,0.0,,,,29998.744,44001.297,18.55,76.458336,18.187,20.687,19.412,87.7804,0.47775003,3.5879776
A,2015-03-17,19.387,23.937,20.922419,21.306438,27.548956,23.200468,13.089354,36.719997,118.02839,5.7000003,6.0,5.7000003,0.0,,,,24450.152,43918.598,15.13,99.333336,18.286999,20.487,19.334915,91.04261,0.4627916,2.7881021
A,2015-03-18,18.337,22.437,20.009916,20.09505,24.817484,21.711906,12.031756,27.72,121.29592,4.7,13.0,4.7,0.0,,,,4467.7188,43836.2,10.67,99.583336,17.786999,19.737,18.516167,91.381775,0.48558334,2.0135298
A,2015-03-19,18.737,23.887,20.172415,20.722124,26.885214,22.501617,11.753876,27.0,139.42438,20.3,23.0,20.3,0.0,,,,12542.238,43754.176,10.85,100.0,18.487,19.837,19.084917,93.80053,0.4876667,2.0794322
A,2015-03-20,18.837,26.187,21.047417,20.70178,29.426708,23.372427,10.041354,25.919998,99.540306,9.299999,10.0,9.299999,0.0,,,,25915.047,43672.566,15.8,99.25,18.286999,19.237,18.826584,88.176216,0.4853333,3.0848606
A,2015-03-21,19.387,24.237,20.987001,21.18767,24.777332,22.806145,15.629971,34.56,329.078,2.4,9.0,2.4,0.0,,,,22896.889,43591.336,11.69,94.833336,16.687,19.387,18.053665,84.157295,0.48591664,2.404478
A,2015-03-22,18.137,21.337,19.30575,18.59639,23.43009,21.174913,16.58346,32.399998,210.04126,24.9,21.0,24.9,0.0,,,,17090.09,43509.9,8.86,94.791664,17.587,18.887,18.178665,93.27893,0.49379173,1.6144359
A,2015-03-23,16.837,22.337,19.05575,17.229996,23.714947,19.414885,18.440998,35.28,126.70924,0.7,3.0,0.7,0.0,,,,38710.31,43428.195,15.04,80.541664,16.137,17.587,16.853666,87.59496,0.45587504,2.6918797
A,2015-03-24,15.787001,23.887,19.022415,16.273565,25.752535,19.670008,17.148247,35.28,124.47652,0.0,0.0,0.0,0.0,,,,39162.08,43346.293,19.83,50.541668,15.587001,18.087,16.651583,87.26241,0.44812497,3.4601202
A,2015-03-25,15.987,24.036999,19.526583,16.384556,26.34562,20.286873,16.055355,33.839996,118.67402,0.0,0.0,0.0,0.0,,,,39107.12,43264.23,18.19,57.458332,15.887,18.237,16.79325,85.52238,0.43120837,3.3166633
A,2015-03-26,16.737,27.536999,21.468248,17.885517,29.353241,23.23852,15.941944,36.36,330.75122,0.0,0.0,0.0,0.0,,,,38991.887,43182.074,20.81,80.333336,16.187,19.837,17.468252,80.463684,0.40887496,4.1703296
A,2015-03-27,17.837,26.337,21.341166,20.06063,30.43523,23.893854,11.808878,25.199999,144.78984,0.0,0.0,0.0,0.0,,,,36350.348,43099.863,22.0,76.5,16.937,19.987,18.234915,84.44687,0.38262498,4.184928
A,2015-03-28,18.587,25.987,21.58075,20.791538,29.82088,23.866417,14.336861,27.359999,136.34315,0.0,0.0,0.0,0.0,,,,39657.004,43017.656,20.85,57.291668,17.137,19.887,18.499496,84.033195,0.35941663,3.9958162
A,2015-03-29,18.637,26.387,21.028667,20.465927,30.032532,23.329046,14.154915,34.92,140.07965,12.2,8.0,12.2,0.0,,,,29483.459,42935.51,13.9,87.708336,17.887,20.437,19.087,89.259834,0.39254168,2.720232
A,2015-03-30,19.286999,26.987,22.168251,21.650023,29.372501,24.348145,14.799459,32.399998,0.39380625,0.0,0.0,0.0,0.0,,,,33212.61,42853.47,14.98,91.708336,18.887,20.437,19.514086,85.96716,0.46620837,3.0441244
A,2015-03-31,20.437,26.786999,22.77867,22.299904,27.779354,24.54569,20.288164,43.56,297.0706,1.4000001,7.0,1.4000001,0.0,,,,35090.043,42771.59,17.48,67.333336,17.637,20.286999,19.693247,83.74355,0.4383333,3.3481905
A,2015-04-01,19.187,24.536999,21.226583,20.210215,26.745655,23.308136,15.9134655,31.319998,131.89973,0.0,0.0,0.0,0.0,,,,35811.273,42689.934,17.28,84.166664,17.437,19.887,18.676584,86.51849,0.418875,3.2641335
A,2015-04-02,17.137,23.536999,19.689081,18.069973,24.88103,20.448687,17.610588,35.64,129.93016,0.0,0.0,0.0,0.0,,,,38569.848,42608.54,20.24,49.333332,15.487,18.286999,16.709913,84.26185,0.39516667,3.59476
A,2015-04-03,15.037001,23.987,18.643248,15.312738,26.271534,19.314533,17.10284,34.92,118.00909,0.0,0.0,0.0,0.0,,,,37793.387,42527.47,18.34,47.125,13.937,17.837,15.701584,84.97893,0.37183335,3.320189
A,2015-04-04,16.887,25.987,20.509916,17.571074,27.933548,21.724249,13.584932,30.239998,89.083374,0.5,4.0,0.5,0.0,,,,38834.727,42446.773,17.86,65.708336,16.387,18.937,17.145334,82.520226,0.35691667,3.4130874
A,2015-04-05,19.087,25.887,21.678667,21.219563,27.162218,23.412994,22.682856,49.68,341.59384,4.5,6.0,4.5,0.0,,,,28523.402,42366.52,11.43,96.875,18.286999,20.036999,19.14533,86.18513,0.38037503,2.397876
A,2015-04-06,17.487,22.837,20.311998,17.056463,24.315897,20.788866,23.584808,47.16,272.17468,3.1999998,10.0,3.1999998,0.0,,,,30028.441,42286.746,13.32,70.166664,16.087,19.536999,18.40575,89.11383,0.448125,2.3324316
A,2015-04-07,15.437,18.137,16.972418,14.128431,16.587837,15.847679,24.023088,49.32,153.90376,0.9000001,9.0,0.9000001,0.0,,,,21907.771,42207.516,12.0,89.583336,13.237,16.036999,14.720332,86.8397,0.466125,1.9718574
A,2015-04-08,13.787001,22.187,17.026583,12.403168,23.22271,16.186531,18.328207,36.719997,119.440025,0.0,0.0,0.0,0.0,,,,38787.94,42128.89,18.08,23.375,11.587001,15.187,13.178666,79.05785,0.44104174,3.233601
A,2015-04-09,14.437,22.937,17.9995,14.261883,25.310514,18.530363,13.70839,28.8,119.597115,0.2,2.0,0.2,0.0,,,,35273.82,42050.926,15.58,48.208332,13.687,17.437,15.472416,86.06116,0.41070834,2.8251443
A,2015-04-10,16.687,23.137,19.1495,16.958242,24.087955,19.82405,13.493999,26.28,118.479004,0.2,1.0,0.2,0.0,,,,34964.74,41973.574,14.84,79.333336,15.787001,17.587,16.4995,85.75156,0.39416662,2.7906768
A,2015-04-11,15.487,25.587,19.622416,15.871641,27.044943,20.68798,12.7279215,25.199999,110.10055,0.0,0.0,0.0,0.0,,,,38173.562,41896.293,17.11,71.375,15.237,18.437,16.357834,83.58784,0.37633336,3.2397552
A,2015-04-12,16.437,24.587,19.784914,17.896217,26.987226,21.410501,14.689588,29.88,130.43993,0.0,0.0,0.0,0.0,,,,36882.41,41819.035,19.02,77.75,16.137,18.487,17.172417,86.44216,0.35574996,3.470089
A,2015-04-13,16.437,22.837,19.103666,16.948488,24.611177,20.051643,15.021105,29.16,128.08691,0.0,0.0,0.0,0.0,,,,33083.93,41741.848,14.21,94.375,15.837001,17.987,16.803667,87.36442,0.3444167,2.6292942
A,2015-04-14,17.036999,23.637,19.645332,17.782528,25.310404,20.82588,13.70839,26.28,120.07528,0.8,3.0,0.8,0.0,,,,35891.137,41664.79,13.74,79.0,16.487,18.737,17.170334,86.75443,0.34175,2.6039593
A,2015-04-15,17.637,25.687,20.916166,19.59394,26.878584,22.835344,14.84318,37.44,2.6241908,4.0,6.0,4.0,0.0,,,,35076.207,41587.906,13.79,64.416664,17.337,19.437,18.387,86.613914,0.35458335,2.6929793
A,2015-04-16,17.987,24.587,20.414083,19.26633,27.577253,22.523102,15.137133,29.88,199.75958,6.5000005,7.0,6.5000005,0.0,,,,34460.64,41511.266,14.7,57.458332,17.637,20.137,18.664083,90.26364,0.423625,2.6848404
A,2015-04-17,17.786999,24.087,19.959915,18.912165,25.431135,21.08594,14.799459,29.16,121.26113,0.0,0.0,0.0,0.0,,,,32117.0,41434.906,13.58,90.166664,17.087,18.737,17.564083,87.07026,0.45166662,2.5629196
A,2015-04-18,17.337,27.637,21.5495,18.649239,29.760635,23.382149,16.434305,39.6,11.440981,0.0,0.0,0.0,0.0,,,,36850.574,41358.895,17.92,69.041664,16.837,20.337,18.393251,83.81418,0.41879165,3.4996367
A,2015-04-19,19.487,25.487,21.714083,22.181011,28.92844,24.621073,10.163227,26.64,114.04618,2.8000002,8.0,2.8000002,0.0,,,,28065.625,41283.28,10.71,96.708336,19.437,20.786999,20.059916,90.91214,0.41775,2.105999
A,2015-04-20,19.687,27.437,22.926582,22.482462,30.539856,26.014437,10.514218,27.72,9.141543,1.5,5.0,1.5,0.0,,,,35033.176,41208.125,15.75,88.333336,19.437,21.437,20.139082,85.70507,0.43845832,3.125326
A,2015-04-21,19.937,27.187,22.439081,21.270285,30.363464,24.853685,17.114204,35.64,235.64787,5.0,4.0,5.0,0.0,,,,26387.834,41133.48,14.64,91.916664,19.036999,20.737,19.953667,86.33555,0.44512495,2.788917
A,2015-04-22,18.536999,22.137,19.668251,19.353428,24.111958,21.393463,14.693999,28.08,137.32487,4.1,7.0,4.1,0.0,,,,13349.959,41059.42,8.69,99.958336,17.987,19.187,18.6245,93.89832,0.4805833,1.607536
A,2015-04-23,17.587,22.437,19.422417,18.264984,24.56802,20.721033,14.512064,32.399998,107.72066,4.5,11.0,4.5,0.0,,,,27094.535,40985.984,9.37,84.666664,16.786999,19.036999,17.724499,90.17883,0.47587502,1.741122
A,2015-04-24,18.737,24.987,20.672415,20.531712,26.568209,22.600645,14.658676,31.68,212.05347,1.8000001,6.0,1.8000001,0.0,,,,35509.164,40913.242,14.87,70.541664,18.087,19.036999,18.630749,88.90316,0.47108325,2.735612
A,2015-04-25,16.036999,20.536999,18.159918,15.500408,20.25497,18.391672,18.289274,37.44,172.4763,0.2,2.0,0.2,0.0,,,,34364.723,40841.258,13.47,75.875,14.687,18.337,16.099499,88.401886,0.46133336,2.2721741
