ID,cases
C202236,5.3952291861552855
C202237,5.3952291861552855
C202238,5.3952291861552855
C202239,5.3952291861552855
C202240,5.3952291861552855
C202241,5.3952291861552855
C202242,5.3952291861552855
C202243,5.3952291861552855
C202244,5.3952291861552855
C202245,5.3952291861552855
C202246,5.3952291861552855
C202247,5.3952291861552855
C202248,5.3952291861552855
C202249,5.3952291861552855
C202250,5.3952291861552855
C202251,5.3952291861552855
C202252,5.3952291861552855
C202301,5.3952291861552855
C202302,5.3952291861552855
C202303,5.3952291861552855
C202304,5.3952291861552855
C202305,5.3952291861552855
C202306,5.3952291861552855
C202307,5.3952291861552855
C202308,5.3952291861552855
C202309,5.3952291861552855
C202310,5.3952291861552855
C202311,5.3952291861552855
C202312,5.3952291861552855
C202313,5.3952291861552855
C202314,5.3952291861552855
C202315,5.3952291861552855
C202316,5.3952291861552855
C202317,5.3952291861552855
C202318,5.3952291861552855
C202319,5.3952291861552855
C202320,5.3952291861552855
C202321,5.3952291861552855
C202322,5.3952291861552855
C202323,5.3952291861552855
C202324,5.3952291861552855
C202325,5.3952291861552855
C202326,5.3952291861552855
D202201,5.3952291861552855
D202202,5.3952291861552855
D202203,5.3952291861552855
D202204,5.3952291861552855
D202205,5.3952291861552855
D202206,5.3952291861552855
D202207,5.3952291861552855
D202208,5.3952291861552855
D202209,5.3952291861552855
D202210,5.3952291861552855
D202211,5.3952291861552855
D202212,5.3952291861552855
D202213,5.3952291861552855
D202214,5.3952291861552855
D202215,5.3952291861552855
D202216,5.3952291861552855
D202217,5.3952291861552855
D202218,5.3952291861552855
D202219,5.3952291861552855
D202220,5.3952291861552855
D202221,5.3952291861552855
D202222,5.3952291861552855
D202223,5.3952291861552855
D202224,5.3952291861552855
D202225,5.3952291861552855
D202226,5.3952291861552855
D202227,5.3952291861552855
D202228,5.3952291861552855
D202229,5.3952291861552855
D202230,5.3952291861552855
D202231,5.3952291861552855
D202232,5.3952291861552855
D202233,5.3952291861552855
D202234,5.3952291861552855
D202235,5.3952291861552855
D202236,5.3952291861552855
D202237,5.3952291861552855
D202238,5.3952291861552855
D202239,5.3952291861552855
D202240,5.3952291861552855
D202241,5.3952291861552855
D202242,5.3952291861552855
D202243,5.3952291861552855
D202244,5.3952291861552855
D202245,5.3952291861552855
D202246,5.3952291861552855
D202247,5.3952291861552855
D202248,5.3952291861552855
D202249,5.3952291861552855
D202250,5.3952291861552855
D202251,5.3952291861552855
D202252,5.3952291861552855
D202301,5.3952291861552855
D202302,5.3952291861552855
D202303,5.3952291861552855
D202304,5.3952291861552855
D202305,5.3952291861552855
D202306,5.3952291861552855
D202307,5.3952291861552855
D202308,5.3952291861552855
D202309,5.3952291861552855
D202310,5.3952291861552855
D202311,5.3952291861552855
D202312,5.3952291861552855
D202313,5.3952291861552855
D202314,5.3952291861552855
D202315,5.3952291861552855
D202316,5.3952291861552855
D202317,5.3952291861552855
D202318,5.3952291861552855
D202319,5.3952291861552855
D202320,5.3952291861552855
D202321,5.3952291861552855
D202322,5.3952291861552855
D202323,5.3952291861552855
D202324,5.3952291861552855
D202325,5.3952291861552855
D202326,5.3952291861552855
E202201,5.3952291861552855
E202202,5.3952291861552855
E202203,5.3952291861552855
E202204,5.3952291861552855
E202205,5.3952291861552855
E202206,5.3952291861552855
E202207,5.3952291861552855
E202208,5.3952291861552855
E202209,5.3952291861552855
E202210,5.3952291861552855
E202211,5.3952291861552855
E202212,5.3952291861552855
E202213,5.3952291861552855
E202214,5.3952291861552855
E202215,5.3952291861552855
E202216,5.3952291861552855
E202217,5.3952291861552855
E202218,5.3952291861552855
E202219,5.3952291861552855
E202220,5.3952291861552855
E202221,5.3952291861552855
E202222,5.3952291861552855
E202223,5.3952291861552855
E202224,5.3952291861552855
E202225,5.3952291861552855
E202226,5.3952291861552855
E202227,5.3952291861552855
E202228,5.3952291861552855
E202229,5.3952291861552855
E202230,5.3952291861552855
E202231,5.3952291861552855
E202232,5.3952291861552855
E202233,5.3952291861552855
E202234,5.3952291861552855
E202235,5.3952291861552855
E202236,5.3952291861552855
E202237,5.3952291861552855
E202238,5.3952291861552855
E202239,5.3952291861552855
E202240,5.3952291861552855
E202241,5.3952291861552855
E202242,5.3952291861552855
E202243,5.3952291861552855
E202244,5.3952291861552855
E202245,5.3952291861552855
E202246,5.3952291861552855
E202247,5.3952291861552855
E202248,5.3952291861552855
E202249,5.3952291861552855
E202250,5.3952291861552855
E202251,5.3952291861552855
E202252,5.3952291861552855
E202301,5.3952291861552855
E202302,5.3952291861552855
E202303,5.3952291861552855
E202304,5.3952291861552855
E202305,5.3952291861552855
E202306,5.3952291861552855
E202307,5.3952291861552855
E202308,5.3952291861552855
E202309,5.3952291861552855
E202310,5.3952291861552855
E202311,5.3952291861552855
E202312,5.3952291861552855
E202313,5.3952291861552855
E202314,5.3952291861552855
E202315,5.3952291861552855
E202316,5.3952291861552855
E202317,5.3952291861552855
E202318,5.3952291861552855
E202319,5.3952291861552855
E202320,5.3952291861552855
E202321,5.3952291861552855
E202322,5.3952291861552855
E202323,5.3952291861552855
E202324,5.3952291861552855
E202325,5.3952291861552855
E202326,5.3952291861552855
E202327,5.3952291861552855
E202328,5.3952291861552855
E202329,5.3952291861552855
E202330,5.3952291861552855
E202331,5.3952291861552855
E202332,5.3952291861552855
E202333,5.3952291861552855
E202334,5.3952291861552855
E202335,5.3952291861552855
E202336,5.3952291861552855
E202337,5.3952291861552855
E202338,5.3952291861552855
E202339,5.3952291861552855
E202340,5.3952291861552855
E202341,5.3952291861552855
E202342,5.3952291861552855
E202343,5.3952291861552855
E202344,5.3952291861552855
E202345,5.3952291861552855
E202346,5.3952291861552855
E202347,5.3952291861552855
E202348,5.3952291861552855
E202349,5.3952291861552855
E202350,5.3952291861552855
E202351,5.3952291861552855
E202352,5.3952291861552855
F202201,5.3952291861552855
F202202,5.3952291861552855
F202203,5.3952291861552855
F202204,5.3952291861552855
F202205,5.3952291861552855
F202206,5.3952291861552855
F202207,5.3952291861552855
F202208,5.3952291861552855
F202209,5.3952291861552855
F202210,5.3952291861552855
F202211,5.3952291861552855
F202212,5.3952291861552855
F202213,5.3952291861552855
F202214,5.3952291861552855
F202215,5.3952291861552855
F202216,5.3952291861552855
F202217,5.3952291861552855
F202218,5.3952291861552855
F202219,5.3952291861552855
F202220,5.3952291861552855
F202221,5.3952291861552855
F202222,5.3952291861552855
F202223,5.3952291861552855
F202224,5.3952291861552855
F202225,5.3952291861552855
F202226,5.3952291861552855
F202227,5.3952291861552855
F202228,5.3952291861552855
F202229,5.3952291861552855
F202230,5.3952291861552855
F202231,5.3952291861552855
F202232,5.3952291861552855
F202233,5.3952291861552855
F202234,5.3952291861552855
F202235,5.3952291861552855
F202236,5.3952291861552855
F202237,5.3952291861552855
F202238,5.3952291861552855
F202239,5.3952291861552855
F202240,5.3952291861552855
F202241,5.3952291861552855
F202242,5.3952291861552855
F202243,5.3952291861552855
F202244,5.3952291861552855
F202245,5.3952291861552855
F202246,5.3952291861552855
F202247,5.3952291861552855
F202248,5.3952291861552855
F202249,5.3952291861552855
F202250,5.3952291861552855
F202251,5.3952291861552855
F202252,5.3952291861552855
F202301,5.3952291861552855
F202302,5.3952291861552855
F202303,5.3952291861552855
F202304,5.3952291861552855
F202305,5.3952291861552855
F202306,5.3952291861552855
F202307,5.3952291861552855
F202308,5.3952291861552855
F202309,5.3952291861552855
F202310,5.3952291861552855
F202311,5.3952291861552855
F202312,5.3952291861552855
F202313,5.3952291861552855
F202314,5.3952291861552855
F202315,5.3952291861552855
F202316,5.3952291861552855
F202317,5.3952291861552855
F202318,5.3952291861552855
F202319,5.3952291861552855
F202320,5.3952291861552855
F202321,5.3952291861552855
F202322,5.3952291861552855
F202323,5.3952291861552855
F202324,5.3952291861552855
F202325,5.3952291861552855
F202326,5.3952291861552855
